Symbol,Description,Local Symbol,IPO Date,Category1,Category2,Category3,GICS Sector,ISIN,SEDOL,Market Cap,Currency,Actions
TT:6550,Polaris Group,6550,1/23/2022,Global Equity,Common stocks,Emerging markets,Health Care,,,0,TWD,Analyze
TT:6554,Crown Bioscience International,6554,1/23/2022,Global Equity,Common stocks,Emerging markets,Health Care,,,0,TWD,Analyze
TT:6803,Ecove Environment Corp Common Stock Twd 10,6803,1/23/2022,Global Equity,Common stocks,Emerging markets,Industrials,TW0006803000,B3CX579,0,TWD,Analyze
TT:8044,PC HOME ONLINE INC,8044,1/23/2022,Global Equity,Common stocks,Emerging markets,Information Technology,TW0008044009,B05DVL1,0,TWD,Analyze
TT:8050,iBASE Technology Inc.,8050,1/23/2022,Global Equity,Common stocks,Emerging markets,Information Technology,,,0,TWD,Analyze
TT:8069,E INK HOLDINGS INC,8069,1/23/2022,Global Equity,Common stocks,Emerging markets,Information Technology,TW0008069006,6744283,0,TWD,Analyze
TT:8076,FIRICH ENTERPRISES LTD,8076,1/23/2022,Global Equity,Common stocks,Emerging markets,Technology Hardware & Equipment,TW0008076001,6714781,0,TWD,Analyze
TT:8086,ADVANCED WIRELESS SEMICONDUCTOR,8086,1/23/2022,Global Equity,Common stocks,Emerging markets,Information Technology,TW0008086000,B1LJ518,0,TWD,Analyze
TT:8255,Actron Technology Corp Common Stock Twd 10,8255,1/23/2022,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0008255001,B06BZ34,0,TWD,Analyze
TT:8299,PHISON ELECTRONICS CORP,8299,1/23/2022,Global Equity,Common stocks,Emerging markets,Information Technology,TW0008299009,6728469,0,TWD,Analyze
TT:8358,Co-Tech Development Corp Common Stock Twd 10,8358,1/23/2022,Global Equity,Common stocks,Emerging markets,Information Technology,TW0008358003,B28Y6Q5,0,TWD,Analyze
TT:8406,GINKO INTERNATIONAL LTD,8406,1/23/2022,Global Equity,Common stocks,Emerging markets,Health Care,KYG390101064,B7X3BR8,0,TWD,Analyze
TT:8436,TCI LTD,8436,1/23/2022,Global Equity,Common stocks,Emerging markets,Consumer Staples,TW0008436007,B6X51B1,0,TWD,Analyze
TT:8489,Samebest Co. Ltd.,8489,1/23/2022,Global Equity,Common stocks,Emerging markets,Information Technology,,,0,TWD,Analyze
TT:9951,Macauto Industrial Co Ltd Common Stock Twd 10,9951,1/23/2022,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0009951004,6715900,0,TWD,Analyze
TT:EFA,Ishares Msci Eafe Etf,EFA,1/23/2022,Global Equity,Common stocks,Emerging markets,United States,,,0,TWD,Analyze
TT:EZU,Ishares Msci Eurozone Etf,EZU,1/23/2022,Global Equity,Common stocks,Emerging markets,United States,,,0,TWD,Analyze
